ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global"
20687,variation,XXXL-DARKGREEN-1314041324,"ZANZEA Casual Solid Two Piece Sets Casual Solid Suit Sleeveless V-Neck - XXXL, Dark Green",1,0,visible,,,,,taxable,parent,1,37,,0,0,,,,,0,,,19.44,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S3c81910bc37e42e59668bd4b291f3ebcu-2.webp,,,zanzea-casual-solid-two-piece-sets-casual-solid-suit-sleeveless-v-neck-325390499,,,,,,0,Size,XXXL,,0,Color,"Dark Green",,0,,,,
20688,variation,M-KHAKI-269977124,"ZANZEA Casual Solid Two Piece Sets Casual Solid Suit Sleeveless V-Neck - M, Khaki",1,0,visible,,,,,taxable,parent,1,164,,0,0,,,,,0,,,19.44,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S69bc22a7819241f39f82309217bac84dG-2.webp,,,zanzea-casual-solid-two-piece-sets-casual-solid-suit-sleeveless-v-neck-325390499,,,,,,0,Size,M,,0,Color,Khaki,,0,,,,
20690,variation,S-KHAKI-1639787424,"ZANZEA Casual Solid Two Piece Sets Casual Solid Suit Sleeveless V-Neck - S, Khaki",1,0,visible,,,,,taxable,parent,1,99,,0,0,,,,,0,,,19.44,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S69bc22a7819241f39f82309217bac84dG-1.webp,,,zanzea-casual-solid-two-piece-sets-casual-solid-suit-sleeveless-v-neck-325390499,,,,,,0,Size,S,,0,Color,Khaki,,0,,,,
20691,variation,XL-KHAKI-479924380,"ZANZEA Casual Solid Two Piece Sets Casual Solid Suit Sleeveless V-Neck - XL, Khaki",1,0,visible,,,,,taxable,parent,1,43,,0,0,,,,,0,,,19.44,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S69bc22a7819241f39f82309217bac84dG-3.webp,,,zanzea-casual-solid-two-piece-sets-casual-solid-suit-sleeveless-v-neck-325390499,,,,,,0,Size,XL,,0,Color,Khaki,,0,,,,
20692,variation,L-KHAKI-361319179,"ZANZEA Casual Solid Two Piece Sets Casual Solid Suit Sleeveless V-Neck - L, Khaki",1,0,visible,,,,,taxable,parent,1,154,,0,0,,,,,0,,,19.44,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S69bc22a7819241f39f82309217bac84dG-5.webp,,,zanzea-casual-solid-two-piece-sets-casual-solid-suit-sleeveless-v-neck-325390499,,,,,,0,Size,L,,0,Color,Khaki,,0,,,,
20693,variation,XXXL-KHAKI-202432494,"ZANZEA Casual Solid Two Piece Sets Casual Solid Suit Sleeveless V-Neck - XXXL, Khaki",1,0,visible,,,,,taxable,parent,1,12,,0,0,,,,,0,,,19.44,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S69bc22a7819241f39f82309217bac84dG-4.webp,,,zanzea-casual-solid-two-piece-sets-casual-solid-suit-sleeveless-v-neck-325390499,,,,,,0,Size,XXXL,,0,Color,Khaki,,0,,,,
20694,variation,XXL-KHAKI-1086211168,"ZANZEA Casual Solid Two Piece Sets Casual Solid Suit Sleeveless V-Neck - XXL, Khaki",1,0,visible,,,,,taxable,parent,1,22,,0,0,,,,,0,,,19.44,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S69bc22a7819241f39f82309217bac84dG-4.webp,,,zanzea-casual-solid-two-piece-sets-casual-solid-suit-sleeveless-v-neck-325390499,,,,,,0,Size,XXL,,0,Color,Khaki,,0,,,,
20695,variation,5XL-KHAKI-1647788891,"ZANZEA Casual Solid Two Piece Sets Casual Solid Suit Sleeveless V-Neck - 5XL, Khaki",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,19.44,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S69bc22a7819241f39f82309217bac84dG-6.webp,,,zanzea-casual-solid-two-piece-sets-casual-solid-suit-sleeveless-v-neck-325390499,,,,,,0,Size,5XL,,0,Color,Khaki,,0,,,,
20696,variation,4XL-KHAKI-1121239171,"ZANZEA Casual Solid Two Piece Sets Casual Solid Suit Sleeveless V-Neck - 4XL, Khaki",1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,,19.44,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S69bc22a7819241f39f82309217bac84dG-7.webp,,,zanzea-casual-solid-two-piece-sets-casual-solid-suit-sleeveless-v-neck-325390499,,,,,,0,Size,4XL,,0,Color,Khaki,,0,,,,
20697,variation,M-ORANGE-324420264,"ZANZEA Casual Solid Two Piece Sets Casual Solid Suit Sleeveless V-Neck - M, Orange",1,0,visible,,,,,taxable,parent,1,142,,0,0,,,,,0,,,19.44,,,,https://shopflaire.pro/wp-content/uploads/2024/09/Scc17bbfb4d1a4aff9aacb34af94417565.webp,,,zanzea-casual-solid-two-piece-sets-casual-solid-suit-sleeveless-v-neck-325390499,,,,,,0,Size,M,,0,Color,Orange,,0,,,,
20698,variation,4XL-DARKGREEN-412227512,"ZANZEA Casual Solid Two Piece Sets Casual Solid Suit Sleeveless V-Neck - 4XL, Dark Green",1,0,visible,,,,,taxable,parent,1,26,,0,0,,,,,0,,,19.44,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S3c81910bc37e42e59668bd4b291f3ebcu-3.webp,,,zanzea-casual-solid-two-piece-sets-casual-solid-suit-sleeveless-v-neck-325390499,,,,,,0,Size,4XL,,0,Color,"Dark Green",,0,,,,
20699,variation,S-ORANGE-232201590,"ZANZEA Casual Solid Two Piece Sets Casual Solid Suit Sleeveless V-Neck - S, Orange",1,0,visible,,,,,taxable,parent,1,66,,0,0,,,,,0,,,19.44,,,,https://shopflaire.pro/wp-content/uploads/2024/09/Scc17bbfb4d1a4aff9aacb34af94417565-1.webp,,,zanzea-casual-solid-two-piece-sets-casual-solid-suit-sleeveless-v-neck-325390499,,,,,,0,Size,S,,0,Color,Orange,,0,,,,
20700,variation,XL-ORANGE-1647201087,"ZANZEA Casual Solid Two Piece Sets Casual Solid Suit Sleeveless V-Neck - XL, Orange",1,0,visible,,,,,taxable,parent,1,7,,0,0,,,,,0,,,19.44,,,,https://shopflaire.pro/wp-content/uploads/2024/09/Scc17bbfb4d1a4aff9aacb34af94417565-5.webp,,,zanzea-casual-solid-two-piece-sets-casual-solid-suit-sleeveless-v-neck-325390499,,,,,,0,Size,XL,,0,Color,Orange,,0,,,,
20701,variation,L-ORANGE-381202894,"ZANZEA Casual Solid Two Piece Sets Casual Solid Suit Sleeveless V-Neck - L, Orange",1,0,visible,,,,,taxable,parent,1,93,,0,0,,,,,0,,,19.44,,,,https://shopflaire.pro/wp-content/uploads/2024/09/Scc17bbfb4d1a4aff9aacb34af94417565-2.webp,,,zanzea-casual-solid-two-piece-sets-casual-solid-suit-sleeveless-v-neck-325390499,,,,,,0,Size,L,,0,Color,Orange,,0,,,,
20702,variation,XXXL-ORANGE-473683141,"ZANZEA Casual Solid Two Piece Sets Casual Solid Suit Sleeveless V-Neck - XXXL, Orange",1,0,visible,,,,,taxable,parent,1,7,,0,0,,,,,0,,,19.44,,,,https://shopflaire.pro/wp-content/uploads/2024/09/Scc17bbfb4d1a4aff9aacb34af94417565-4.webp,,,zanzea-casual-solid-two-piece-sets-casual-solid-suit-sleeveless-v-neck-325390499,,,,,,0,Size,XXXL,,0,Color,Orange,,0,,,,
20703,variation,XXL-ORANGE-370036781,"ZANZEA Casual Solid Two Piece Sets Casual Solid Suit Sleeveless V-Neck - XXL, Orange",1,0,visible,,,,,taxable,parent,1,9,,0,0,,,,,0,,,19.44,,,,https://shopflaire.pro/wp-content/uploads/2024/09/Scc17bbfb4d1a4aff9aacb34af94417565-3.webp,,,zanzea-casual-solid-two-piece-sets-casual-solid-suit-sleeveless-v-neck-325390499,,,,,,0,Size,XXL,,0,Color,Orange,,0,,,,
20704,variation,5XL-ORANGE-645862104,"ZANZEA Casual Solid Two Piece Sets Casual Solid Suit Sleeveless V-Neck - 5XL, Orange",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,19.44,,,,https://shopflaire.pro/wp-content/uploads/2024/09/Scc17bbfb4d1a4aff9aacb34af94417565-3.webp,,,zanzea-casual-solid-two-piece-sets-casual-solid-suit-sleeveless-v-neck-325390499,,,,,,0,Size,5XL,,0,Color,Orange,,0,,,,
20706,variation,4XL-ORANGE-1146968560,"ZANZEA Casual Solid Two Piece Sets Casual Solid Suit Sleeveless V-Neck - 4XL, Orange",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,19.44,,,,https://shopflaire.pro/wp-content/uploads/2024/09/Scc17bbfb4d1a4aff9aacb34af94417565-6.webp,,,zanzea-casual-solid-two-piece-sets-casual-solid-suit-sleeveless-v-neck-325390499,,,,,,0,Size,4XL,,0,Color,Orange,,0,,,,
20708,variation,M-DARKGREEN-459288189,"ZANZEA Casual Solid Two Piece Sets Casual Solid Suit Sleeveless V-Neck - M, Dark Green",1,0,visible,,,,,taxable,parent,1,111,,0,0,,,,,0,,,19.44,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S3c81910bc37e42e59668bd4b291f3ebcu-5.webp,,,zanzea-casual-solid-two-piece-sets-casual-solid-suit-sleeveless-v-neck-325390499,,,,,,0,Size,M,,0,Color,"Dark Green",,0,,,,
20709,variation,S-DARKGREEN-602776510,"ZANZEA Casual Solid Two Piece Sets Casual Solid Suit Sleeveless V-Neck - S, Dark Green",1,0,visible,,,,,taxable,parent,1,84,,0,0,,,,,0,,,19.44,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S3c81910bc37e42e59668bd4b291f3ebcu-4.webp,,,zanzea-casual-solid-two-piece-sets-casual-solid-suit-sleeveless-v-neck-325390499,,,,,,0,Size,S,,0,Color,"Dark Green",,0,,,,
20710,variation,XL-DARKGREEN-1370143144,"ZANZEA Casual Solid Two Piece Sets Casual Solid Suit Sleeveless V-Neck - XL, Dark Green",1,0,visible,,,,,taxable,parent,1,101,,0,0,,,,,0,,,19.44,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S3c81910bc37e42e59668bd4b291f3ebcu-6.webp,,,zanzea-casual-solid-two-piece-sets-casual-solid-suit-sleeveless-v-neck-325390499,,,,,,0,Size,XL,,0,Color,"Dark Green",,0,,,,
20711,variation,L-DARKGREEN-1572278829,"ZANZEA Casual Solid Two Piece Sets Casual Solid Suit Sleeveless V-Neck - L, Dark Green",1,0,visible,,,,,taxable,parent,1,191,,0,0,,,,,0,,,19.44,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S3c81910bc37e42e59668bd4b291f3ebcu-6.webp,,,zanzea-casual-solid-two-piece-sets-casual-solid-suit-sleeveless-v-neck-325390499,,,,,,0,Size,L,,0,Color,"Dark Green",,0,,,,
20734,variable,autumn-winter-women-sweaters-slash-neck-slim-knitted-pullovers-chic-339777061,"Autumn Winter Women Sweaters Slash Neck Slim Knitted Pullovers chic",1,0,visible,,"<div class=""detailmodule_text""><p style=""font-family:OpenSans;font-size:20px;font-weight:900;line-height:28px;margin-bottom:12px"" class=""detail-desc-decorate-title"">One Size</p><p style=""font-family:OpenSans;font-size:14px;font-weight:300;line-height:20px;margin-bottom:12px"" class=""detail-desc-decorate-content"">Shoulder:26-42cm            Bust:74-98cm          Length:55cm             Sleeve Length:55cm <br /><br />Size mearsured by ourselves,<br />sometimes has some errors, but always within 3cm.<br />""- "": refers to the elastic range of the clothes.</p></div><div class=""detailmodule_image""><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /></div><div class=""detailmodule_image""><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /></div><div class=""detailmodule_image""><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /></div><p><br /></p>",,,taxable,,1,,,0,0,,,,,1,,,,Shop,,,"https://shopflaire.pro/wp-content/uploads/2024/09/S44ac4f08b8814ec38b11aeab4676a6a3R-3.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S5199139f25d44bffb16761c08f2808bfU-3.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S03ab191d781042f6a64e81f9949d47dcR-2.webp, https://shopflaire.pro/wp-content/uploads/2024/09/Sbb5dbc7f63fc45c888d1e1baa4c0024ck-2.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S46e70932876340fabe04588c7eba68e2U-2.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S83250ae6f2514b97b3221c5a9c6bb6f5z-2.webp",,,,,,,,,0,Size,"One Size",1,0,Color,"Beige, Blue, black, Khaki, WHITE",1,0,,,,
20736,variable,elegant-shirt-women-fashion-temperament-blouse-long-sleeve-shirt-1553117823,"Elegant Shirt Women Fashion Temperament  Blouse Long Sleeve Shirt",1,0,visible,,"<div class=""detailmodule_text""><p style=""font-family:OpenSans;font-size:14px;font-weight:300;line-height:20px;margin-bottom:12px"" class=""detail-desc-decorate-content"">Attention Please: <br />For transportation needs, the dress that you've received will have a fold phenomenon. Please don't worry, this fold situation will disappear after the first time you clear or ironing.<br />! About color:<br />Pictures are only samples for reference. Due to limitations in photography and the inevitable differences in monitor settings, the colors shown in the photograph may not correspond 100% to those in the items themselves.<br />! About size:<br />All dimensions are measured by hand, there may be 2-3cm deviations. Please ignore the tag size comes with the cloth. The tag size sometimes can be a larger than our description size because those are for Chinese. We are 1 or 2 sizes smaller than European and American people.</p></div><div class=""detailmodule_image""><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /></div><div class=""detailmodule_text""><p style=""font-family:OpenSans;font-size:14px;font-weight:300;line-height:20px;margin-bottom:12px"" class=""detail-desc-decorate-content"">About Feedback<br />We are a online store, your feedback is very valuable for us.<br />When you get the items, you could check everything about it carefully.<br />If you are satisfied with our goods,<br />we will appreciate it that you could give us a postive feedback.<br />AND GIVE US 5 STARS.<br />If you think that we need to improve something,<br /> it is very kind of you to give us a opportunity to resolve the problem before you leave a negative feeback.<br />We believe that there is a reasonable solution.<br />Thanks a lot! Have a nice Shopping day.</p></div><p><br /></p>",,,taxable,,1,,,0,0,,,,,1,,,,Shop,,,"https://shopflaire.pro/wp-content/uploads/2024/09/Sdf1e54d90af6440fbc9f87bb5e3e60633-9.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S622b6dc8e33a4b69a0cf7b23005990c4v-10.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S3c2d034056e740a9bf47c4b93749ac74Y-1.webp",,,,,,,,,0,Size,"XXXL, 4XL, XL, XXL, 5XL, M, L, S",1,0,Color,"Beige, Pink",1,0,,,,
20737,variable,white-shirt-women-summer-sweet-preppy-style-all-match-blouse-ladies-670934736,"White Shirt Women Summer Sweet Preppy Style All Match Blouse Ladies",1,0,visible,,"<div class=""detailmodule_image""><img class=""detail-desc-decorate-image"" src="""" /></div><div class=""detailmodule_text""><p style=""font-family:OpenSans;font-size:14px;font-weight:300;line-height:20px;margin-bottom:12px"" class=""detail-desc-decorate-content"">The size may have 2-3 cm differs due to manual measurement. Please note when you measure.</p></div><div class=""detailmodule_image""><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /></div><div class=""detailmodule_image""><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /></div><div class=""detailmodule_image""><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /></div><p><br /></p>",,,taxable,,1,,,0,0,,,,,1,,,,Shop,,,"https://shopflaire.pro/wp-content/uploads/2024/09/Se1638d7af16849519cd6a367c81fc2074-3.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S39becc67e3ea4a0db37cad1bc5cfd8b6s-5.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S82e8ab0a8db6484a820bc6d181eaf3dcm-2.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S5be7dac0d93c49ae9e78cc8b80bd575dW-3.webp, https://shopflaire.pro/wp-content/uploads/2024/09/Sc1a2a39ab3a54fe6933aa22d0ee78b05p-2.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S470afc4ef9984acb99390ed3165178a40-2.webp",,,,,,,,,0,Size,"XL, XXL, L, M",1,0,Color,"White, Pink",1,0,,,,
20745,variable,temperament-casual-lace-woman-shirt-fashion-loose-shirt-woman-elegant-269691548,"Temperament Casual Lace Woman Shirt Fashion Loose Shirt Woman Elegant",1,0,visible,,"<div class=""detailmodule_text""><p style=""font-family:OpenSans;font-size:14px;font-weight:300;line-height:20px;margin-bottom:12px"" class=""detail-desc-decorate-content"">Attention Please: <br />For transportation needs, the dress that you've received will have a fold phenomenon. Please don't worry, this fold situation will disappear after the first time you clear or ironing.<br />! About color:<br />Pictures are only samples for reference. Due to limitations in photography and the inevitable differences in monitor settings, the colors shown in the photograph may not correspond 100% to those in the items themselves.<br />! About size:<br />All dimensions are measured by hand, there may be 2-3cm deviations. Please ignore the tag size comes with the cloth. The tag size sometimes can be a larger than our description size because those are for Chinese. We are 1 or 2 sizes smaller than European and American people.</p></div><div class=""detailmodule_image""><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /></div><div class=""detailmodule_text""><p style=""font-family:OpenSans;font-size:14px;font-weight:300;line-height:20px;margin-bottom:12px"" class=""detail-desc-decorate-content"">About Feedback<br />We are a online store, your feedback is very valuable for us.<br />When you get the items, you could check everything about it carefully.<br />If you are satisfied with our goods,<br />we will appreciate it that you could give us a postive feedback.<br />AND GIVE US 5 STARS.<br />If you think that we need to improve something,<br /> it is very kind of you to give us a opportunity to resolve the problem before you leave a negative feeback.<br />We believe that there is a reasonable solution.<br />Thanks a lot! Have a nice Shopping day.</p></div><p><br /></p>",,,taxable,,1,,,0,0,,,,,1,,,,Shop,,,"https://shopflaire.pro/wp-content/uploads/2024/09/Sd7c058d1cba14e46b713404015e79769U-2.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S212f3932937e4c96907f9f62a34883d7P-2.webp, https://shopflaire.pro/wp-content/uploads/2024/09/Se74fc01118d542dca5095133fb5226eea-2.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S1d3cbac68c3f44a08b7ca82234954a39H-2.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S224b5949bd1e47c7bcf84cbeabe88b8fC-2.webp, https://shopflaire.pro/wp-content/uploads/2024/09/Sa8c2d70465ad4705987dd1cd89da0ddaQ-2.webp",,,,,,,,,0,Size,"S, L, M, XXL, XL, 4XL, 5XL, XXXL",1,0,Color,"Pink, Beige, Blue, black, WHITE, Sky blue",1,0,,,,
